run_id,configuration_id,dataset_index,true_label,repetition,execution_order,encrypt_seconds,act3_fc2_seconds,decrypt_seconds,online_total_seconds
408,chebyshev_d5_I1,586,0,3,408,0.012428799993358552,0.21793730001081713,0.007732899990514852,0.23809899999469053
409,chebyshev_d3_I1,411,7,27,409,0.009338100004242733,0.1671107000001939,0.0076895999955013394,0.18413839999993797
410,least_squares_d5_I2,411,7,1,410,0.012420099999872036,0.2181191999989096,0.007762399996863678,0.23830169999564532
411,chebyshev_d5_I2,481,9,26,411,0.012449800007743761,0.21682919999875594,0.007784200002788566,0.23706320000928827
412,chebyshev_d5_I1,633,2,28,412,0.012404900000547059,0.21879970000009052,0.007775099991704337,0.23897969999234192
413,chebyshev_d3_I1,481,9,14,413,0.009392199994181283,0.16622139999526553,0.0077406999917002395,0.18335429998114705
414,chebyshev_d5_I1,481,9,6,414,0.012642700006836094,0.22078990000591148,0.007990700003574602,0.24142330001632217
415,chebyshev_d5_I2,259,6,6,415,0.012589699996169657,0.22117530000105035,0.007875600000261329,0.24164059999748133
416,least_squares_d5_I1,603,8,17,416,0.012754299998050556,0.2238980999973137,0.008067500006291084,0.24471990000165533
417,least_squares_d3_I1,120,5,28,417,0.009449000004678965,0.16691339999670163,0.007712199992965907,0.1840745999943465
418,chebyshev_d5_I1,120,5,16,418,0.012499099990236573,0.21795469999779016,0.007656599991605617,0.23811039997963235
419,least_squares_d5_I2,411,7,26,419,0.012315400002989918,0.21988879999844357,0.007837600001948886,0.24004180000338238
420,chebyshev_d5_I1,603,8,29,420,0.012378499988699332,0.22148550000565592,0.0077529999980470166,0.24161699999240227
421,least_squares_d5_I1,120,5,20,421,0.012619300003279932,0.21950780000770465,0.007848499997635372,0.23997560000861995
422,chebyshev_d5_I1,481,9,2,422,0.012621699992450885,0.22050719999242574,0.007794499993906356,0.24092339997878298
423,chebyshev_d5_I2,411,7,9,423,0.012350799996056594,0.216910100003588,0.007723699993221089,0.2369845999928657
424,least_squares_d5_I1,949,1,26,424,0.01232239999808371,0.2176595999917481,0.007639599993126467,0.2376215999829583
425,chebyshev_d5_I2,949,1,12,425,0.012449400004697964,0.22248550000949763,0.008091399999102578,0.24302630001329817
426,least_squares_d5_I1,481,9,1,426,0.012498999989475124,0.22061990000656806,0.007914499990874901,0.24103339998691808
427,chebyshev_d3_I1,589,4,10,427,0.009442700000363402,0.16616670000075828,0.007767499992041849,0.18337689999316353
428,least_squares_d5_I1,411,7,27,428,0.012264399993000552,0.21926049998728558,0.007713299986789934,0.23923819996707607
429,least_squares_d3_I1,112,3,27,429,0.009535799996228889,0.16669920001004357,0.007706299991696142,0.1839412999979686
430,least_squares_d5_I1,633,2,27,430,0.01243879999674391,0.21751570000196807,0.007634900000994094,0.23758939999970607
431,chebyshev_d5_I1,481,9,10,431,0.012383100009174086,0.21845349999784958,0.00790140000754036,0.23873800001456402
432,least_squares_d5_I1,949,1,10,432,0.012411000003339723,0.2203694999916479,0.0076621000043815,0.24044259999936912
433,chebyshev_d5_I1,589,4,6,433,0.012505999999120831,0.21645010000793263,0.007672899999306537,0.23662900000636
434,least_squares_d5_I1,112,3,21,434,0.012417599995387718,0.2180847999989055,0.007729999997536652,0.23823239999182988
435,least_squares_d3_I1,411,7,11,435,0.009417299996130168,0.17333839999628253,0.00791999998909887,0.19067569998151157
436,chebyshev_d5_I1,633,2,11,436,0.012820399992051534,0.22439489999669604,0.007863399994676001,0.24507869998342358
437,least_squares_d5_I2,586,0,5,437,0.012563299998873845,0.2199213999992935,0.007724900002358481,0.24020960000052582
438,chebyshev_d5_I2,259,6,28,438,0.012362699999357574,0.2192498000076739,0.00789239999721758,0.23950490000424907
439,chebyshev_d5_I2,120,5,20,439,0.012479400000302121,0.21930099999008235,0.008246800003689714,0.24002719999407418
440,chebyshev_d5_I2,603,8,12,440,0.012505799997597933,0.21944660000735894,0.007659299997612834,0.2396117000025697
441,least_squares_d5_I2,259,6,26,441,0.012424700005794875,0.21898089999740478,0.00781470000219997,0.23922030000539962
442,least_squares_d3_I1,112,3,16,442,0.009321999998064712,0.16689220000989735,0.007790599993313663,0.18400480000127573
443,chebyshev_d3_I1,259,6,26,443,0.009291800000937656,0.1662547000014456,0.007775599995511584,0.18332209999789484
444,chebyshev_d3_I1,481,9,21,444,0.009375399997225031,0.16694130000541918,0.007725899995421059,0.18404259999806527
445,least_squares_d5_I2,603,8,0,445,0.012601599999470636,0.21782960000564344,0.007647600010386668,0.23807880001550075
446,least_squares_d5_I2,603,8,17,446,0.012652799996430986,0.21868919998814818,0.007740300003206357,0.23908229998778552
447,chebyshev_d5_I1,411,7,8,447,0.012371699995128438,0.21714539999084082,0.00772579999465961,0.23724289998062886
448,chebyshev_d5_I1,112,3,27,448,0.012488899999880232,0.2195715999987442,0.007731300007435493,0.23979180000605993
449,chebyshev_d3_I1,120,5,4,449,0.009404799988260493,0.16690929999458604,0.007638600000063889,0.18395269998291042
450,chebyshev_d5_I1,586,0,19,450,0.012480500008678064,0.21699079999234527,0.0076539000001503155,0.23712520000117365
451,least_squares_d5_I1,112,3,2,451,0.0125537000130862,0.2221858999982942,0.007738999993307516,0.2424786000046879
452,chebyshev_d5_I1,120,5,8,452,0.012366399998427369,0.21927500001038425,0.0076212999993003905,0.239262700008112
453,least_squares_d5_I2,259,6,10,453,0.012397899990901351,0.22034840000560507,0.007879099997808225,0.24062539999431465
454,chebyshev_d5_I2,589,4,0,454,0.012437800003681332,0.22072110000590328,0.00784199999179691,0.24100090000138152
455,chebyshev_d5_I1,411,7,15,455,0.012927399991895072,0.22017780000169296,0.007755300001008436,0.24086049999459647
456,chebyshev_d3_I1,949,1,19,456,0.00950610000290908,0.16857560000789817,0.007851599992136471,0.18593330000294372
457,chebyshev_d3_I1,586,0,27,457,0.009352599998237565,0.16766439999628346,0.007861799997044727,0.18487879999156576
458,chebyshev_d5_I2,949,1,25,458,0.01254979999794159,0.2205515999958152,0.007809800008544698,0.24091120000230148
459,least_squares_d5_I2,112,3,24,459,0.012594200001331046,0.2202819000085583,0.007678099995246157,0.2405542000051355
460,chebyshev_d5_I2,259,6,10,460,0.012315500003751367,0.21902869999757968,0.007704700008616783,0.23904890000994783
461,least_squares_d3_I1,112,3,18,461,0.009418299989192747,0.1660827000014251,0.007667099998798221,0.18316809998941608
462,chebyshev_d3_I1,586,0,20,462,0.009371499996632338,0.16763779999746475,0.00765990000218153,0.18466919999627862
463,chebyshev_d5_I1,120,5,24,463,0.012422100000549108,0.21827549999579787,0.007630000007338822,0.2383276000036858
464,chebyshev_d5_I2,586,0,20,464,0.012379400010104291,0.21719730000768322,0.007855000003473833,0.23743170002126135
465,least_squares_d5_I2,411,7,19,465,0.012320800000452437,0.2180549000040628,0.007867000007536262,0.2382427000120515
466,least_squares_d5_I1,603,8,12,466,0.01247719999810215,0.21917490000487305,0.007651200008695014,0.23930330001167022
467,chebyshev_d3_I1,949,1,25,467,0.009395700006280094,0.16681519999110606,0.0076612999982899055,0.18387219999567606
468,chebyshev_d3_I1,112,3,0,468,0.009461800000281073,0.16714259999571368,0.007745199996861629,0.18434959999285638
469,least_squares_d5_I2,949,1,12,469,0.012466300002415664,0.21799849999661092,0.007687499994062819,0.2381522999930894
470,chebyshev_d5_I1,120,5,25,470,0.01241440000012517,0.2179098999913549,0.007725400006165728,0.2380496999976458
471,least_squares_d3_I1,112,3,22,471,0.009419099995284341,0.16585430000850465,0.007831499999156222,0.18310490000294521
472,chebyshev_d5_I2,112,3,9,472,0.012472599992179312,0.2183458000072278,0.007781799999065697,0.23860019999847282
473,chebyshev_d5_I2,259,6,13,473,0.012509499996667728,0.21806379999907222,0.007749700002023019,0.23832299999776296
474,chebyshev_d5_I1,411,7,27,474,0.012390200005029328,0.22066960000665858,0.007651399995665997,0.2407112000073539
475,chebyshev_d3_I1,120,5,1,475,0.00934150000102818,0.16556379999383353,0.007751999990432523,0.18265729998529423
476,least_squares_d5_I1,633,2,9,476,0.012402199994539842,0.2212844000023324,0.00821469999209512,0.24190129998896737
477,chebyshev_d5_I2,411,7,11,477,0.01269069999398198,0.21728959999745712,0.0077160000073490664,0.23769629999878816
478,least_squares_d3_I1,112,3,25,478,0.00949489999038633,0.17044830000668298,0.007657499998458661,0.18760069999552798
479,chebyshev_d5_I2,589,4,22,479,0.012352500009001233,0.2195095999923069,0.007607099993037991,0.23946919999434613
480,chebyshev_d3_I1,481,9,12,480,0.009321100005763583,0.1660466000030283,0.007687000004807487,0.18305470001359936
481,least_squares_d3_I1,481,9,17,481,0.009335099995951168,0.16518779999751132,0.008396100005484186,0.18291899999894667
482,least_squares_d3_I1,120,5,22,482,0.01069429999915883,0.17237529999692924,0.007923199998913333,0.1909927999950014
483,least_squares_d5_I2,411,7,10,483,0.012913099999423139,0.22071449999930337,0.007627999992109835,0.24125559999083634
484,chebyshev_d5_I1,120,5,29,484,0.012340800007223152,0.22163510000973474,0.008563700001104735,0.24253960001806263
485,least_squares_d5_I1,633,2,15,485,0.014053299993975088,0.21806780000042636,0.007636100010131486,0.23975720000453293
486,least_squares_d5_I1,949,1,6,486,0.012840900002629496,0.22134800000640098,0.00772510000388138,0.24191400001291186
487,chebyshev_d5_I2,589,4,6,487,0.012358599997241981,0.21776159999717493,0.007904199999757111,0.23802439999417402
488,chebyshev_d5_I1,603,8,14,488,0.012436000004527159,0.21991680000792257,0.007640399999218062,0.2399932000116678
489,chebyshev_d5_I2,259,6,19,489,0.012491200002841651,0.21804070001235232,0.0077631000021938235,0.2382950000173878
490,chebyshev_d5_I1,603,8,1,490,0.012388800008920953,0.2176447000092594,0.007661999989068136,0.23769550000724848
491,least_squares_d5_I1,589,4,24,491,0.012558100002934225,0.21738399998866953,0.007675299988477491,0.23761739998008125
492,chebyshev_d3_I1,589,4,15,492,0.009570899987011217,0.16757429999415763,0.00770800000464078,0.18485319998580962
493,chebyshev_d5_I2,633,2,15,493,0.012390200005029328,0.21807390000321902,0.007783799999742769,0.23824790000799112
494,least_squares_d5_I2,603,8,9,494,0.012316899999859743,0.21947830000135582,0.007694799991440959,0.23948999999265652
495,least_squares_d3_I1,633,2,25,495,0.00938460000907071,0.1671522999968147,0.007784100002027117,0.18432100000791252
496,least_squares_d5_I1,603,8,11,496,0.012408199996571057,0.21765679999953136,0.00772069999948144,0.23778569999558385
497,chebyshev_d5_I2,633,2,5,497,0.012353800004348159,0.21738869999535382,0.0077443000045605,0.23748680000426248
498,least_squares_d5_I1,603,8,9,498,0.01239740000164602,0.21806249998917338,0.007729799996013753,0.23818969998683315
499,least_squares_d5_I2,603,8,2,499,0.01253730000462383,0.2179175000055693,0.007606699989992194,0.23806150000018533
500,least_squares_d5_I1,411,7,17,500,0.012844199998653494,0.22099869999510702,0.007713900005910546,0.24155679999967106
501,least_squares_d5_I1,586,0,26,501,0.012353099999018013,0.2181541999889305,0.00768580001022201,0.2381930999981705
502,chebyshev_d3_I1,633,2,18,502,0.00929399998858571,0.1689468999975361,0.007756699997116812,0.18599759998323862
503,least_squares_d3_I1,481,9,9,503,0.00956229999428615,0.16848639999807347,0.007752299992716871,0.1858009999850765
504,chebyshev_d5_I1,603,8,18,504,0.013013100004172884,0.22202430000470486,0.007906200000434183,0.24294360000931192
505,least_squares_d3_I1,586,0,28,505,0.009490500000538304,0.16839180000533815,0.007804799999576062,0.18568710000545252
506,chebyshev_d3_I1,481,9,26,506,0.009438699999009259,0.16942970000673085,0.007918200004496612,0.18678660001023673
507,chebyshev_d5_I2,411,7,4,507,0.01258850000158418,0.21989829999802168,0.00787329999729991,0.24036009999690577
508,least_squares_d5_I2,589,4,16,508,0.012544299999717623,0.21980880000046454,0.007832999996026047,0.2401860999962082
509,least_squares_d3_I1,633,2,22,509,0.009528000009595416,0.16782820000662468,0.00771770000574179,0.1850739000219619
510,least_squares_d3_I1,949,1,16,510,0.009607999993022531,0.16905810000025667,0.007787399998051114,0.18645349999133032
511,least_squares_d5_I2,120,5,9,511,0.012617600004887208,0.229831100004958,0.0077462000044761226,0.2501949000143213
512,least_squares_d5_I1,112,3,6,512,0.01268549999804236,0.21978610000223853,0.007755700004054233,0.24022730000433512
513,least_squares_d5_I2,259,6,1,513,0.012544600002001971,0.21781029998965096,0.008047000010265037,0.23840190000191797
514,least_squares_d5_I1,259,6,6,514,0.012403799992171116,0.22173359998851083,0.00785399999585934,0.2419913999765413
515,chebyshev_d3_I1,633,2,15,515,0.009435100000700913,0.16816760000074282,0.00797029999375809,0.18557299999520183
516,chebyshev_d5_I2,120,5,10,516,0.012625799994566478,0.2219658999965759,0.007952700005262159,0.24254439999640454
517,least_squares_d3_I1,259,6,12,517,0.009908600011840463,0.16854510000848677,0.007671500003198162,0.1861252000235254
518,chebyshev_d5_I2,411,7,13,518,0.012313899991568178,0.219521100007114,0.007762299996102229,0.2395972999947844
519,chebyshev_d3_I1,589,4,20,519,0.009374700006446801,0.1671403999935137,0.007958300004247576,0.1844734000042081
520,chebyshev_d5_I2,589,4,29,520,0.012448699999367818,0.22145150000869762,0.007772299999487586,0.24167250000755303
521,chebyshev_d3_I1,603,8,4,521,0.009585500010871328,0.16803290000825655,0.007784799992805347,0.18540320001193322
522,least_squares_d3_I1,481,9,29,522,0.009432799997739494,0.16858730000967626,0.007859499994083308,0.18587960000149906
523,least_squares_d3_I1,589,4,21,523,0.00939850001304876,0.16813920000276994,0.007919499999843538,0.18545720001566224
524,least_squares_d5_I2,112,3,19,524,0.012716400000499561,0.22127290000207722,0.007688099998631515,0.2416774000012083
525,least_squares_d3_I1,481,9,13,525,0.009558499994454905,0.16797789999691304,0.0076730000000679865,0.18520939999143593
526,chebyshev_d5_I1,411,7,24,526,0.012338499989709817,0.2204003999941051,0.0076606999937212095,0.24039959997753613
527,chebyshev_d5_I1,120,5,20,527,0.012769599998136982,0.21783909999066964,0.007616700007929467,0.2382253999967361
528,chebyshev_d5_I2,586,0,18,528,0.012686200003372505,0.22165530000347644,0.007777100006933324,0.24211860001378227
529,chebyshev_d5_I2,586,0,10,529,0.012443700004951097,0.22249129999545403,0.008236499998020008,0.24317149999842513
530,least_squares_d5_I1,259,6,10,530,0.012534599998616613,0.2198876000038581,0.0077637000067625195,0.24018590000923723
531,least_squares_d5_I2,120,5,27,531,0.012307400000281632,0.21655199999804609,0.007899299991549924,0.23675869998987764
532,chebyshev_d5_I2,586,0,25,532,0.012556999994558282,0.2178219000052195,0.007626199992955662,0.23800509999273345
533,least_squares_d3_I1,259,6,14,533,0.009503900000709109,0.16590230001020245,0.007853100003558211,0.18325930001446977
534,chebyshev_d5_I1,586,0,12,534,0.012524499994469807,0.21770989999640733,0.007706899996264838,0.23794129998714197
535,least_squares_d5_I2,112,3,11,535,0.012325000003329478,0.2162508000037633,0.007662599993636832,0.2362384000007296
536,chebyshev_d5_I1,586,0,13,536,0.012293899999349378,0.21738580000237562,0.007763299989164807,0.2374429999908898
537,least_squares_d5_I2,603,8,11,537,0.012517600000137463,0.2182491999992635,0.0076145000057294965,0.23838130000513047
538,chebyshev_d3_I1,603,8,21,538,0.009599900004104711,0.16929789999267086,0.0077056000009179115,0.1866033999976935
539,chebyshev_d5_I1,589,4,20,539,0.012398699996992946,0.21797409999999218,0.007640199997695163,0.23801299999468029
540,least_squares_d5_I2,949,1,27,540,0.012729699999908917,0.21994229999836534,0.007732400001259521,0.24040439999953378
541,chebyshev_d3_I1,586,0,19,541,0.009409100006450899,0.1686069999996107,0.0076938999991398305,0.18571000000520144
542,least_squares_d3_I1,112,3,0,542,0.009520300009171478,0.16902610000397544,0.007760299995425157,0.18630670000857208
543,least_squares_d5_I1,120,5,6,543,0.012519300013082102,0.22125380000215955,0.007937300004414283,0.24171040001965594
544,chebyshev_d5_I2,120,5,13,544,0.01269499999762047,0.22087930000270717,0.00775699999940116,0.2413312999997288
545,least_squares_d5_I2,633,2,18,545,0.012499100004788488,0.21983719999843743,0.007888799998909235,0.24022510000213515
546,least_squares_d3_I1,589,4,15,546,0.009456400002818555,0.16950800000631716,0.007845700005418621,0.18681010001455434
547,least_squares_d3_I1,481,9,25,547,0.00945030000002589,0.16705019999062642,0.0077234000054886565,0.18422389999614097
548,chebyshev_d3_I1,411,7,26,548,0.009534500000881962,0.16949919999751728,0.007758799998555332,0.18679249999695458
549,least_squares_d3_I1,481,9,8,549,0.009310699999332428,0.16684900000109337,0.0076191000116523355,0.18377880001207814
550,least_squares_d5_I1,120,5,10,550,0.012470899993786588,0.22044010000536218,0.008193999994546175,0.24110499999369495
551,chebyshev_d3_I1,589,4,7,551,0.009419499998330139,0.16935859998920932,0.007630599997355603,0.18640869998489507
552,least_squares_d5_I2,259,6,0,552,0.012500700002419762,0.22034710001025815,0.007690300000831485,0.2405381000135094
553,chebyshev_d5_I2,481,9,11,553,0.012484399994718842,0.2196189999958733,0.007746300005237572,0.23984969999582972
554,least_squares_d5_I1,411,7,10,554,0.012645800001337193,0.22008859999186825,0.0076145000057294965,0.24034889999893494
555,chebyshev_d5_I1,411,7,22,555,0.012416599987773225,0.21747610000602435,0.007958600006531924,0.2378513000003295
556,least_squares_d3_I1,120,5,11,556,0.009304899998824112,0.16797979999682866,0.007696800006669946,0.18498150000232272
557,chebyshev_d5_I1,603,8,8,557,0.012391299998853356,0.21792609999829438,0.007721900008618832,0.23803930000576656
558,least_squares_d5_I1,120,5,1,558,0.012477600001147948,0.21906360000139102,0.007672899999306537,0.2392141000018455
559,chebyshev_d5_I2,481,9,22,559,0.012517399998614565,0.2169758000090951,0.007770099997287616,0.2372633000049973
560,least_squares_d3_I1,589,4,11,560,0.009404200012795627,0.16741939999337774,0.007711800004472025,0.1845354000106454
561,least_squares_d3_I1,411,7,13,561,0.00939420000941027,0.16743819999101106,0.007685200005653314,0.18451760000607464
562,chebyshev_d5_I1,589,4,21,562,0.012388100003590807,0.21873009999399073,0.007787199996528216,0.23890539999410976
563,least_squares_d5_I1,481,9,12,563,0.012503000005381182,0.2201440999924671,0.007875700001022778,0.24052279999887105
564,chebyshev_d5_I1,603,8,21,564,0.012691800002357922,0.22049859999970067,0.007907400009571575,0.24109780001163017
565,least_squares_d5_I1,120,5,26,565,0.012690300005488098,0.21920690000115428,0.007883800004492514,0.2397810000111349
566,chebyshev_d5_I1,633,2,7,566,0.012628399999812245,0.22030420000373852,0.007861100006266497,0.24079370000981726
567,least_squares_d3_I1,589,4,6,567,0.009390199993504211,0.16744409999228083,0.007758499996270984,0.18459279998205602
568,chebyshev_d5_I2,603,8,24,568,0.012301800001296215,0.21923960000276566,0.00766289999592118,0.23920429999998305
569,least_squares_d5_I2,259,6,8,569,0.012419100006809458,0.21761969999352004,0.007765000002109446,0.23780380000243895
570,least_squares_d5_I2,633,2,10,570,0.012305100011872128,0.22015530000498984,0.007755999991786666,0.24021640000864863
571,least_squares_d3_I1,411,7,19,571,0.009522599997580983,0.16863759999978356,0.007736300001852214,0.18589649999921676
572,chebyshev_d3_I1,411,7,15,572,0.009506300004431978,0.1684623999899486,0.007778600003803149,0.18574729999818373
573,least_squares_d3_I1,603,8,12,573,0.00960980000672862,0.16871529999480117,0.007754300007945858,0.18607940000947565
574,least_squares_d5_I1,949,1,23,574,0.01284920000762213,0.22119389999716077,0.007931400003144518,0.24197450000792742
575,least_squares_d5_I2,120,5,29,575,0.013078899995889515,0.2250184000004083,0.008129100009682588,0.2462264000059804
576,least_squares_d5_I2,112,3,15,576,0.013093400004436262,0.22101530000509229,0.00788740000280086,0.2419961000123294
577,least_squares_d3_I1,603,8,24,577,0.009591800000634976,0.1677808999957051,0.007756800012430176,0.18512950000877026
578,chebyshev_d5_I1,949,1,27,578,0.012635599996428937,0.2217235999996774,0.007823699997970834,0.24218289999407716
579,chebyshev_d3_I1,603,8,17,579,0.009278300000005402,0.16537859999516513,0.007734900005743839,0.18239180000091437
580,least_squares_d5_I1,259,6,11,580,0.01249429999734275,0.21856280000065453,0.0076575999992201105,0.2387146999972174
581,chebyshev_d5_I2,633,2,14,581,0.01274340000236407,0.21808530000271276,0.007801400002790615,0.23863010000786744
582,chebyshev_d3_I1,259,6,22,582,0.009505699999863282,0.16705190000357106,0.007696700005908497,0.18425430000934284
583,least_squares_d5_I1,586,0,13,583,0.01239000000350643,0.21881750000466127,0.007760399996186607,0.2389679000043543
584,least_squares_d5_I1,112,3,16,584,0.012456199998268858,0.21847259999776725,0.007683000003453344,0.23861179999948945
585,least_squares_d5_I1,949,1,14,585,0.012522899996838532,0.21763590000045951,0.0076222000061534345,0.23778100000345148
586,chebyshev_d3_I1,589,4,29,586,0.009429800003999844,0.1672660000040196,0.007731099991360679,0.1844268999993801
587,least_squares_d3_I1,589,4,13,587,0.009314599999925122,0.16590310000174213,0.0077000999881420285,0.18291779998980928
588,chebyshev_d5_I2,949,1,10,588,0.012467399996239692,0.21940610000456218,0.007768999988911673,0.23964249998971354
589,chebyshev_d3_I1,949,1,10,589,0.00933860000804998,0.16692519999924116,0.007711300000664778,0.18397510000795592
590,chebyshev_d5_I1,120,5,4,590,0.012439600002835505,0.2195616999961203,0.007659299997612834,0.23966059999656864
591,chebyshev_d5_I1,411,7,12,591,0.012456900003599003,0.21941000000515487,0.007719800007180311,0.23958670001593418
592,least_squares_d5_I2,603,8,18,592,0.012336200001300313,0.22011809999821708,0.007942099997308105,0.2403963999968255
593,least_squares_d5_I1,586,0,2,593,0.012566700010211207,0.21936079999431968,0.007776700003887527,0.2397042000084184
594,least_squares_d5_I2,586,0,21,594,0.012364199996227399,0.21841270000732038,0.007711199999903329,0.2384881000034511
595,least_squares_d3_I1,112,3,13,595,0.009277799996198155,0.16524820000631735,0.007702100003371015,0.18222810000588652
596,chebyshev_d5_I1,411,7,21,596,0.01241810001374688,0.22001320001436397,0.008089799986919388,0.24052110001503024
597,chebyshev_d5_I1,633,2,26,597,0.012495000002672896,0.22072660000412725,0.007707100012339652,0.2409287000191398
598,least_squares_d5_I2,589,4,1,598,0.012559900002088398,0.22158500000659842,0.007724800001597032,0.24186970001028385
599,chebyshev_d3_I1,259,6,11,599,0.009619399992516264,0.16792969999369234,0.007778300001518801,0.1853273999877274
600,least_squares_d5_I2,481,9,2,600,0.012934700003825128,0.21951239999907557,0.00776209999457933,0.24020919999748003
601,chebyshev_d5_I2,481,9,5,601,0.012535300003946759,0.21692320000147447,0.007746000002953224,0.23720450000837445
602,chebyshev_d5_I2,259,6,16,602,0.012507599996752106,0.21845359999861103,0.007715000014286488,0.23867620000964962
603,least_squares_d5_I2,603,8,22,603,0.012655799990170635,0.2173043999937363,0.0076689999987138435,0.23762919998262078
604,chebyshev_d5_I2,259,6,12,604,0.012484899998526089,0.21971670001221355,0.007776600003126077,0.23997820001386572
605,chebyshev_d5_I1,949,1,3,605,0.012739399986458011,0.2181750000017928,0.007611399996676482,0.2385257999849273
606,chebyshev_d5_I2,481,9,9,606,0.01238770000054501,0.21917620000021998,0.007735999999567866,0.23929990000033285
607,chebyshev_d5_I2,949,1,18,607,0.012366599999950267,0.21854980000352953,0.0077157999912742525,0.23863219999475405
608,least_squares_d5_I1,120,5,29,608,0.012646799994399771,0.21797119999246206,0.00767469999846071,0.23829269998532254
609,least_squares_d3_I1,603,8,1,609,0.009465499999350868,0.16887080000014976,0.007688899990171194,0.18602519998967182
610,chebyshev_d5_I1,603,8,19,610,0.01271429999906104,0.2196332000021357,0.007836699995095842,0.2401841999962926
611,chebyshev_d5_I2,259,6,3,611,0.012531900007161312,0.21916680000140332,0.007746700008283369,0.239445400016848
612,least_squares_d5_I2,259,6,3,612,0.012706699999398552,0.2219221999985166,0.007855899995774962,0.2424847999936901
613,least_squares_d3_I1,586,0,24,613,0.009361000003991649,0.16827029999694787,0.007809699993231334,0.18544099999417085
614,least_squares_d3_I1,411,7,12,614,0.009393799991812557,0.16935099998954684,0.007864300001529045,0.18660909998288844
615,chebyshev_d3_I1,633,2,1,615,0.009466500006965362,0.16843379999045283,0.007821299994247966,0.18572159999166615
616,least_squares_d5_I2,120,5,19,616,0.012605900003109127,0.22091340000042692,0.007850000009057112,0.24136930001259316
617,least_squares_d3_I1,259,6,18,617,0.009370599989779294,0.16833600000245497,0.007832199989934452,0.1855387999821687
618,least_squares_d3_I1,603,8,8,618,0.009414099986315705,0.16929780000646133,0.007882000005338341,0.18659389999811538
619,chebyshev_d5_I1,603,8,23,619,0.012475399998947978,0.21917589999793563,0.007857100004912354,0.23950840000179596
620,least_squares_d3_I1,259,6,25,620,0.009461399997235276,0.16889159999846015,0.007894399997894652,0.18624739999359008
621,least_squares_d5_I2,586,0,25,621,0.01259810000192374,0.2218871999939438,0.007912299988674931,0.24239759998454247
622,least_squares_d5_I1,586,0,22,622,0.012792900000931695,0.22524610000255052,0.007732099998975173,0.2457711000024574
623,chebyshev_d3_I1,603,8,22,623,0.009292799994000234,0.16654390000621788,0.0077298999967752025,0.18356659999699332
624,least_squares_d5_I2,481,9,12,624,0.012399799990816973,0.21797359999618493,0.00784439999551978,0.23821779998252168
625,least_squares_d5_I2,112,3,27,625,0.012341599998762831,0.21824269999342505,0.007736700004898012,0.2383209999970859
626,least_squares_d5_I1,586,0,10,626,0.0123297999962233,0.21826179999334272,0.0077372999949147925,0.2383288999844808
627,chebyshev_d5_I2,112,3,22,627,0.012503299993113615,0.21722949999093544,0.007693100007600151,0.2374258999916492
628,least_squares_d3_I1,586,0,14,628,0.00944379999418743,0.16672480000124779,0.00780440001108218,0.1839730000065174
629,least_squares_d5_I2,586,0,15,629,0.01244919998862315,0.2172458999993978,0.0077415999985532835,0.23743669998657424
630,least_squares_d5_I1,411,7,3,630,0.012345700000878423,0.2182576000050176,0.0077203000109875575,0.23832360001688357
631,least_squares_d3_I1,481,9,15,631,0.009336700008134358,0.16590770000766497,0.0077462000044761226,0.18299060002027545
632,chebyshev_d3_I1,112,3,22,632,0.009359899995615706,0.16890669999702368,0.007713600003626198,0.18598019999626558
633,chebyshev_d5_I1,603,8,22,633,0.012481999990995973,0.21792589999677148,0.0077305000013438985,0.23813839998911135
634,least_squares_d5_I2,586,0,17,634,0.012645700000575744,0.22067369999422226,0.007797400001436472,0.24111679999623448
635,chebyshev_d5_I1,481,9,1,635,0.012554200002341531,0.2198430999997072,0.008015300001716241,0.24041260000376496
636,chebyshev_d5_I2,603,8,17,636,0.012546800004201941,0.22087059999466874,0.007829300011508167,0.24124670001037885
637,chebyshev_d3_I1,589,4,21,637,0.00942669999494683,0.16864780000469182,0.007887299987487495,0.18596179998712614
638,least_squares_d5_I2,586,0,24,638,0.012520000003860332,0.21971090001170523,0.007811300005414523,0.2400422000209801
639,least_squares_d3_I1,949,1,10,639,0.009486399998422712,0.1666562000027625,0.007720199995674193,0.1838627999968594
640,least_squares_d3_I1,120,5,4,640,0.009316700001363643,0.16710580000653863,0.007841200000257231,0.1842637000081595
641,chebyshev_d3_I1,481,9,2,641,0.009338499992736615,0.1670787999901222,0.007676000008359551,0.18409329999121837
642,least_squares_d5_I2,633,2,28,642,0.01249890000326559,0.21820549998665228,0.007624499994562939,0.2383288999844808
643,chebyshev_d5_I1,112,3,4,643,0.012445300002582371,0.21873849999974482,0.007791299998643808,0.238975100000971
644,chebyshev_d3_I1,589,4,25,644,0.009340200005681254,0.16850780000095256,0.0076905000023543835,0.1855385000089882
645,chebyshev_d5_I2,633,2,19,645,0.012405000001308508,0.21780030000081751,0.007668700010981411,0.23787400001310743
646,chebyshev_d5_I1,481,9,21,646,0.012459299992769957,0.220880799999577,0.007890900000347756,0.2412309999926947
647,chebyshev_d5_I1,633,2,25,647,0.012495799994212575,0.21875960000033956,0.0077157999912742525,0.2389711999858264
648,least_squares_d3_I1,949,1,7,648,0.009387900005094707,0.16928689999622293,0.007737300009466708,0.18641210001078434
