run_id,configuration_id,dataset_index,true_label,repetition,execution_order,encrypt_seconds,act3_seconds,fc2_seconds,decrypt_seconds,online_total_seconds,timing_residual_seconds,timing_residual_ratio
29,chebyshev_d3_I1,603,8,25,29,0.009669999999459833,0.04042489999847021,0.13240420000511222,0.007588899999973364,0.19008800000301562,0.0,0.0
30,chebyshev_d5_I2,633,2,17,30,0.012572499996167608,0.08067260000098031,0.14272459999483544,0.00770800000464078,0.24367769999662414,0.0,0.0
31,least_squares_d5_I1,589,4,17,31,0.01263660000404343,0.08300440000311937,0.14275510000879876,0.008432799993897788,0.24682890000985935,0.0,0.0
32,least_squares_d5_I2,589,4,8,32,0.012834900000598282,0.08217880000302102,0.14365580001322087,0.008178999996744096,0.24684850001358427,0.0,0.0
33,chebyshev_d3_I1,411,7,18,33,0.009425999989616685,0.03915229999984149,0.13207900000270456,0.007864799990784377,0.1885220999829471,0.0,0.0
34,chebyshev_d5_I2,120,5,26,34,0.012699300001258962,0.08045100000163075,0.1409609999973327,0.007991600010427646,0.24210290001065005,0.0,0.0
35,chebyshev_d5_I2,633,2,0,35,0.012893100007204339,0.08415429999877233,0.1442687999951886,0.0078495999914594,0.24916579999262467,0.0,0.0
36,least_squares_d3_I1,589,4,10,36,0.009496000013314188,0.038729100007913075,0.13205649999144953,0.008496499998727813,0.1887781000114046,0.0,0.0
37,chebyshev_d5_I1,259,6,23,37,0.01273060000676196,0.08139999999548309,0.16896779999660794,0.01191370000015013,0.2750120999990031,0.0,0.0
38,chebyshev_d3_I1,586,0,21,38,0.010207200000877492,0.04823710001073778,0.17138999998860527,0.010382100008428097,0.24021640000864863,0.0,0.0
39,chebyshev_d5_I1,411,7,28,39,0.01287080001202412,0.1095463999954518,0.1445254999998724,0.007702999995672144,0.27464570000302047,0.0,0.0
40,chebyshev_d5_I1,603,8,27,40,0.012799899996025488,0.08086339999863412,0.1446641000075033,0.008170599990990013,0.24649799999315292,0.0,0.0
41,least_squares_d5_I1,259,6,2,41,0.012627199990674853,0.08059810000122525,0.13883169999462552,0.007666599994990975,0.2397235999815166,0.0,0.0
42,chebyshev_d5_I2,411,7,27,42,0.012629399992874824,0.0816468000120949,0.14146219998656306,0.007670699997106567,0.24340909998863935,0.0,0.0
43,least_squares_d5_I1,259,6,17,43,0.013011300005018711,0.080749000000651,0.1428165999968769,0.00862290000077337,0.24519980000331998,0.0,0.0
44,chebyshev_d5_I2,120,5,22,44,0.012587500008521602,0.0834346000046935,0.14373969999724068,0.008311999990837649,0.24807380000129342,0.0,0.0
45,least_squares_d5_I1,112,3,17,45,0.012482300007832237,0.08042379999824334,0.14033990001189522,0.007651199994143099,0.2408972000121139,0.0,0.0
46,least_squares_d5_I1,589,4,21,46,0.012773399997968227,0.08065309999801684,0.1407920999918133,0.007915399997727945,0.24213399998552632,0.0,0.0
